text,label,language,confidence_score
"URGENT: riot reported at the Gas Station, send officers",Police,english,0.95
Help! severe headache occurring at the Main Factory,Medical/Hospital,english,0.9
Someone is having seizure at the Restaurant,Medical/Hospital,english,0.94
Police emergency: assault at the School,Police,amharic,0.85
"URGENT: attic fire reported at the Bank, send fire department",Fire Force,english,0.94
Security incident: mugging at the Main Factory,Police,english,0.88
Police emergency: armed robbery at an Apartment building,Police,english,0.9
Medical emergency: chest pain reported at the Office,Medical/Hospital,english,0.87
Smoke reported: brush fire at the Mosque,Fire Force,english,0.91
Call police: burglary happening at the Office right now,Police,english,0.97
Law enforcement required for hit and run at the Gas Station,Police,amharic,0.8
"Critical: respiratory distress at the local Pharmacy, need doctor",Medical/Hospital,english,0.94
"Active trespassing at Kebele 02, need backup",Police,english,0.86
Medical crisis: back injury at Bole Road,Medical/Hospital,english,0.92
"Active riot at a family home, need backup",Police,english,0.97
Ambulance needed immediately for broken leg at the Roundabout,Medical/Hospital,english,0.86
"URGENT: fight reported at the Hospital gate, send officers",Police,english,0.95
"Patient with poisoning at the construction site, requires hospital transport",Medical/Hospital,english,0.86
"Critical: respiratory distress at Atlas area, need doctor",Medical/Hospital,amharic,0.91
Emergency medical assistance needed for eye injury at Summit,Medical/Hospital,english,0.86
Call police: mugging happening at the Bank right now,Police,english,0.98
"Critical: transformer fire at a family home, multiple units needed",Fire Force,english,0.92
"Critical: apartment fire at the Office, multiple units needed",Fire Force,english,0.98
"chimney fire at the School, immediate fire response required",Fire Force,english,0.91
Flames visible: attic fire at the Church,Fire Force,english,0.97
Emergency! woman in labor at a shared house,Medical/Hospital,amharic,0.89
"choking incident reported at the Main Factory, send medical help",Medical/Hospital,english,0.87
"Report of armed robbery at CMC Condominium, police dispatched",Police,english,0.94
"Person experiencing head injury at the Stadium, need ambulance",Medical/Hospital,english,0.94
Emergency response needed for basement fire at Kebele 02,Fire Force,english,0.98
Help! car theft at Main Road,Police,english,0.89
Help! drug dealing at Kazanchis,Police,english,0.92
"URGENT: broken leg at the construction site, send paramedics",Medical/Hospital,english,0.92
Need doctor for burn victim at a compound immediately,Medical/Hospital,english,0.96
Emergency! unconscious person at my Home,Medical/Hospital,amharic,0.9
"Person experiencing choking incident at the Office, need ambulance",Medical/Hospital,english,0.93
Emergency: stabbing occurring at Summit,Police,english,0.94
Ambulance needed immediately for woman in labor at the construction site,Medical/Hospital,amharic,0.88
"Critical: heart attack at a villa, need doctor",Medical/Hospital,english,0.87
"Report of fuel spill at a compound, fire trucks needed",Fire Force,english,0.92
Fire alarm: confined space rescue at Kebele 08,Fire Force,english,0.94
Crime alert: fight at Summit,Police,amharic,0.88
"suspicious person at an Apartment building, immediate police response needed",Police,english,0.89
Person suffering from burn victim at Kebele 06,Medical/Hospital,english,0.97
Help! robbery at the Fire Station,Police,english,0.86
Call police: robbery happening at a compound right now,Police,english,0.98
"Report of overdose at the Gas Station, medical team required",Medical/Hospital,afaan_oromo,0.94
Fire alarm: balcony fire at Piazza,Fire Force,afaan_oromo,0.9
Emergency medical assistance needed for hypothermia at the local Pharmacy,Medical/Hospital,amharic,0.85
Law enforcement required for identity theft at a compound,Police,english,0.82
Smoke reported: chimney fire at Adama Market,Fire Force,amharic,0.81
Police emergency: identity theft at Bus Terminal,Police,english,0.91
Someone is having broken leg at the Mosque,Medical/Hospital,english,0.85
Flames visible: forest fire at Adama Market,Fire Force,english,0.89
Flames visible: hazmat incident at Kebele 02,Fire Force,english,0.92
Fire response required for chimney fire at the Hospital gate,Fire Force,english,0.96
Help! overdose occurring at Sarbet,Medical/Hospital,english,0.96
"Person experiencing poisoning at a shared house, need ambulance",Medical/Hospital,english,0.88
Ambulance needed immediately for heat stroke at the Hospital gate,Medical/Hospital,afaan_oromo,0.8
Fire alarm: vehicle fire at Kebele 04,Fire Force,english,0.91
Flames visible: hazmat incident at Kebele 06,Fire Force,amharic,0.81
Law enforcement required for theft at the Fire Station,Police,english,0.91
"Person experiencing severe bleeding at the Park, need ambulance",Medical/Hospital,amharic,0.94
Medical crisis: diabetic emergency at Adama Market,Medical/Hospital,english,0.89
Call police: fight happening at the Restaurant right now,Police,english,0.91
"URGENT: car theft reported at Kebele 02, send officers",Police,amharic,0.86
Medical crisis: woman in labor at Summit,Medical/Hospital,english,0.95
Flames visible: structure fire at Sarbet,Fire Force,english,0.9
Emergency medical assistance needed for severe headache at Kebele 02,Medical/Hospital,english,0.85
"Critical: electrical fire at Gerji, multiple units needed",Fire Force,amharic,0.92
Emergency medical assistance needed for eye injury at a private residence,Medical/Hospital,english,0.86
"hazmat incident at a family home, immediate fire response required",Fire Force,english,0.89
"URGENT: domestic dispute reported at the Hospital gate, send officers",Police,english,0.88
Security incident: drug dealing at the Stadium,Police,english,0.86
"Critical: broken leg at the construction site, need doctor",Medical/Hospital,english,0.85
"URGENT: missing person reported at the Park, send officers",Police,english,0.95
"Report of head injury at the Police Station, medical team required",Medical/Hospital,english,0.98
"Active missing person at Kebele 02, need backup",Police,english,0.85
"Active robbery at the School, need backup",Police,english,0.89
"Active burglary at the Hospital gate, need backup",Police,english,0.93
"URGENT: missing person reported at Adama Market, send officers",Police,english,0.84
"riot at a villa, immediate police response needed",Police,english,0.88
Help! asthma attack occurring at Bus Terminal,Medical/Hospital,amharic,0.92
Someone is having overdose at the construction site,Medical/Hospital,afaan_oromo,0.92
"carjacking in progress at CMC Condominium, police needed",Police,english,0.99
Police assistance required for car theft at the Main Factory,Police,english,0.92
"Witnessed fight at the Bridge, send police",Police,english,0.9
Flames visible: roof fire at the Bridge,Fire Force,english,0.89
"Witnessed assault at Bus Terminal, send police",Police,english,0.99
Call police: hit and run happening at Piazza right now,Police,english,0.96
"brush fire at Bole Road, immediate fire response required",Fire Force,english,0.9
Call firefighters: kitchen fire at the Bank,Fire Force,english,0.86
"Report of drug dealing at Main Road, police dispatched",Police,amharic,0.85
Fire alarm: confined space rescue at the Fire Station,Fire Force,afaan_oromo,0.84
Help! theft at Main Road,Police,english,0.89
Emergency: fraud occurring at Kebele 04,Police,english,0.9
Medical crisis: heart attack at Kebele 02,Medical/Hospital,english,0.94
Structure fire: brush fire at a family home,Fire Force,english,0.91
"URGENT: heart attack at Gerji, send paramedics",Medical/Hospital,english,0.88
"Critical: respiratory distress at the Gas Station, need doctor",Medical/Hospital,english,0.95
Medical emergency: eye injury reported at Central Bank,Medical/Hospital,english,0.85
Smoke reported: kitchen fire at the Mosque,Fire Force,amharic,0.91
Help! head injury occurring at the Bridge,Medical/Hospital,amharic,0.88
"URGENT: suspicious person reported at Bus Terminal, send officers",Police,english,0.82
"Report of smoke investigation at the School, fire trucks needed",Fire Force,english,0.93
Flames visible: apartment fire at Kebele 04,Fire Force,amharic,0.94
Emergency medical assistance needed for hypothermia at a shared house,Medical/Hospital,english,0.96
"chemical fire at the shopping mall, immediate fire response required",Fire Force,english,0.92
"Report of hit and run at Gerji, police dispatched",Police,english,0.91
"Active burglary at Kebele 02, need backup",Police,amharic,0.83
Emergency medical assistance needed for breathing difficulty at the Bank,Medical/Hospital,english,0.95
Police needed immediately for identity theft at the Roundabout,Police,amharic,0.77
Emergency: house fire occurring at Train Station,Fire Force,english,0.9
"burglary in progress at the Fire Station, police needed",Police,english,0.95
Emergency: mugging occurring at Main Road,Police,english,0.87
Someone is having hypothermia at a residential building,Medical/Hospital,english,0.95
Structure fire: explosion at the Bridge,Fire Force,afaan_oromo,0.88
Fire response required for transformer fire at Kebele 02,Fire Force,english,0.91
"URGENT: seizure at Main Road, send paramedics",Medical/Hospital,english,0.87
Need doctor for choking incident at the Roundabout immediately,Medical/Hospital,english,0.91
"Critical: apartment fire at a villa, multiple units needed",Fire Force,afaan_oromo,0.91
"Active assault at a villa, need backup",Police,english,0.99
Call police: vandalism happening at Kebele 04 right now,Police,english,0.91
"URGENT: identity theft reported at Sarbet, send officers",Police,english,0.91
Flames visible: apartment fire at the Church,Fire Force,english,0.96
Law enforcement required for fight at CMC Condominium,Police,english,0.87
"Report of brush fire at a dormitory, fire trucks needed",Fire Force,english,0.87
"URGENT: kidnapping reported at my Home, send officers",Police,english,0.99
Fire response required for wildfire at my Home,Fire Force,english,0.97
Flames visible: chimney fire at Kebele 02,Fire Force,english,0.85
"Critical: transformer fire at a residential building, multiple units needed",Fire Force,english,0.98
"Witnessed assault at Mexico Square, send police",Police,english,0.97
Fire emergency: wildfire at the School,Fire Force,english,0.96
Call police: riot happening at Central Bank right now,Police,english,0.96
Hazardous situation: vehicle fire at Adama Market,Fire Force,english,0.92
