text,label,language,confidence_score
Send police to Train Station - suspicious person in progress,Police,amharic,
Emergency! fire at the Office,Fire Force,afaan_oromo,
Emergency! Need firefighters at the High School for kitchen fire.,Fire Force,,
Hey Checking in - just checking?,Other,,
Emergency! Need an ambulance at the Hospital gate - breathing difficulty.,Medical/Hospital,,
Emergency! Help! flames spreading at Piazza!,Fire Force,,
Police emergency! armed suspect at Adama Market,Police,afaan_oromo,
Emergency! Please send police to my Home for riot.,Police,,
Emergency! something burning at an Apartment building,Fire Force,,0.91
Officer required at Main Road: stabbing,Police,afaan_oromo,
Reporting warehouse fire at Main Road,Fire Force,,0.78
Emergency! inferno at shopping mall,Fire Force,afaan_oromo,
Emergency! inferno at Gerji.,Fire Force,,
Emergency! There is fire in the basement happening at the main Factory.,Fire Force,,
"Emergency! Please send the fire force to Kazanchis, there is fire on the balcony.",Fire Force,,
Emergency! There is small fire happening at the local Pharmacy.,Fire Force,,
Fire emergency at Gerji - kitchen fire,Fire Force,amharic,
Quick question: hello,Other,,
Emergency! Send fire truck to the local Pharmacy - burning smell.,Fire Force,,
Police emergency! kidnapping attempt at Bus Terminal,Police,,0.98
Please send paramedics to Gerji: overdose,Medical/Hospital,,0.93
Emergency! Help! smoke coming from the roof at the shopping mall!,Fire Force,,
Poolisiin na biliisa Adama Market,Fire Force,afaan_oromo,
Person with woman in labor at Adama General Hospital,Medical/Hospital,afaan_oromo,
Need firefighters at Kebele 02 for burning smell,Fire Force,afaan_oromo,
Hi how are you thanks,Other,,
"Hey Hi, time check",Other,,
Hello system test,Other,,
Emergency! Witnessed drug dealing at the Train Station.,Police,,
Emergency! There is vandalism happening at the University campus.,Police,,
Person with head injury at Summit,Medical/Hospital,afaan_oromo,
"Hello Hello, system test please",Other,,
Emergency! chemical fire at construction site,Fire Force,amharic,
URGENT: transformer fire reported at the Office.,Fire Force,,
Need ambulance at Central Bank - head injury,Medical/Hospital,amharic,
Medical emergency at the Main Road: choking incident.,Medical/Hospital,,
Emergency! There is harassment happening at an Apartment building.,Police,,
"Hi, how are you",Other,,
"Robbery, victim having heart attack at Kebele 04",Police,,0.7
Medical emergency at shopping mall: head injury,Medical/Hospital,afaan_oromo,
Emergency! fire in the basement at High School,Fire Force,amharic,
Poolisiin na biliisa Gerji,Fire Force,afaan_oromo,
Emergency! burn victim at Kazanchis,Medical/Hospital,afaan_oromo,
"Hi Hello, good morning?",Other,,
Hatte Mexico Square,Medical/Hospital,afaan_oromo,
"Hello Hi, time check please",Other,,
Reporting smoke coming from the roof at Atlas area,Fire Force,amharic,
Need ambulance at shopping mall - animal bite,Medical/Hospital,,0.93
Medical emergency at Adama Police Station: head injury,Medical/Hospital,amharic,
ሰረቁኝ በAdama Market,Fire Force,amharic,
There is a person with head injury at Summit.,Medical/Hospital,,
Emergency! bleeding at University campus,Medical/Hospital,afaan_oromo,
Emergency! electrical sparks at High School,Fire Force,afaan_oromo,
URGENT police response needed: stabbing at the Central Bank.,Police,,
Hey is anyone there?,Other,,
Emergency! chemical fire at Main Road,Fire Force,,0.98
Medical emergency at Sarbet: heart attack,Medical/Hospital,,0.69
"No emergency, just system test?",Other,,
Police emergency! break-in at Kebele 04.,Police,,
"Hey Hello, testing the app thanks",Other,,
Need ambulance at the Office - burn victim,Medical/Hospital,,0.94
Emergency! Send fire truck to the Main Road - flames spreading.,Fire Force,,
Send fire truck to CMC Condominium: something burning,Fire Force,amharic,
Need police at Sarbet for assault,Police,afaan_oromo,
This is system test,Other,,
እሳት ወጥቷል በSarbet,Medical/Hospital,amharic,
Emergency! There is kidnapping attempt happening at Gerji.,Police,,
Emergency! Someone has allergic reaction at Kebele 04.,Medical/Hospital,,
"Emergency! Please send the fire force to my Home, there is burning smell.",Fire Force,,
Hi Just thank you please,Other,,
Need firefighters at University campus for flames spreading,Fire Force,afaan_oromo,
Officer required at Bus Terminal: stabbing,Police,,0.82
I see smoke coming from the roof at the Hospital gate.,Fire Force,,
Hatte Kazanchis,Police,afaan_oromo,
Emergency! fire at Central Bank,Fire Force,afaan_oromo,
Medical emergency at Adama Market: collapsed person.,Medical/Hospital,,
Police emergency! drug dealing at the University campus.,Police,,
እሳት ወጥቷል በan Apartment building,Medical/Hospital,amharic,
Person with collapsed at Kebele 04,Medical/Hospital,,0.86
Send fire truck to Kebele 04: fire,Fire Force,amharic,
Officer required at Adama Market: drug dealing,Police,afaan_oromo,
Person with unconscious at Main Road,Medical/Hospital,afaan_oromo,
Reporting stolen goods at a back alley.,Police,,
Medical emergency! overdose at the Gas Station.,Medical/Hospital,,
"Gas leak, people unconscious at Summit",Fire Force,,0.71
Emergency! There is stolen goods happening at the Main Road.,Police,,
Emergency! There is assault happening at CMC Condominium.,Police,,
"Emergency! Please send the fire force to the Train Station, there is gas leak.",Fire Force,,
Send police to Bus Terminal - drug dealing in progress,Police,afaan_oromo,
Please send paramedics to CMC Condominium: heavy bleeding.,Medical/Hospital,,
Officer required at Piazza: burglary,Police,,0.7
Medical emergency at an Apartment building: burn victim,Medical/Hospital,amharic,
አደጋ ደረሰ በFire Station,Fire Force,amharic,
Just how to use this thanks,Other,,
Need police at Gas Station for group with weapons,Police,afaan_oromo,
Emergency medical assistance needed at Bole Road for person who fell.,Medical/Hospital,,
URGENT: seizure at the High School.,Medical/Hospital,,
"Hello, is anyone there thanks",Other,,
Emergency! Please send paramedics to the High School: broken leg.,Medical/Hospital,,
URGENT police response needed: riot at Mexico Square.,Police,,
Please send paramedics to an Apartment building: broken leg,Medical/Hospital,,0.94
Reporting kitchen fire at an Apartment building,Fire Force,afaan_oromo,
Send police to Piazza - domestic dispute in progress,Police,amharic,
URGENT: inferno reported at the Main Road.,Fire Force,,
Person with breathing difficulty at Kazanchis,Medical/Hospital,,0.97
Hi Quick question: is anyone there?,Other,,
Gargaarsa nan barbaada Kebele 04,Police,afaan_oromo,
Need police at shopping mall for break-in,Police,amharic,
Emergency! Need an ambulance at the High School - heavy bleeding.,Medical/Hospital,,
"Hi, system test",Other,,
Send police to Piazza - burglary in progress,Police,afaan_oromo,
Officer required at Adama General Hospital: break-in,Police,,0.67
Emergency! Officer required at Piazza: armed suspect.,Police,,
Reporting mugging at Summit,Police,afaan_oromo,
Reporting vandalism at CMC Condominium,Police,amharic,
Need police at my Home - assault.,Police,,
URGENT: fire in the basement reported at the University campus.,Fire Force,,
Medical emergency at Kazanchis: collapsed person.,Medical/Hospital,,
"Fire in apartment, someone trapped at construction site",Fire Force,,0.66
ፖሊስ ይደውሉልኝ በshopping mall,Medical/Hospital,amharic,
Send fire truck to the Office: warehouse fire,Fire Force,afaan_oromo,
እርዳታ ያስፈልገኛል በKebele 04,Police,amharic,
Just general question,Other,,
Fire emergency at the Office - electrical sparks,Fire Force,afaan_oromo,
Police emergency! harassment at the local Pharmacy.,Police,,
Please send paramedics to Adama Market: choking incident.,Medical/Hospital,,
Emergency! Need an ambulance at the construction site - poisoning.,Medical/Hospital,,
Reporting heavy bleeding at the Gas Station.,Medical/Hospital,,
Medical emergency at Train Station: stroke,Medical/Hospital,afaan_oromo,
Medical emergency at Gas Station: choking,Medical/Hospital,amharic,
Police emergency! assault at Sarbet,Police,amharic,
Need firefighters at Adama General Hospital for fire on the balcony,Fire Force,afaan_oromo,
Emergency! Witnessed stolen goods at Adama Market.,Police,,
Send fire truck to Summit: transformer fire,Fire Force,amharic,
Medical emergency! allergic reaction at the Stadium.,Medical/Hospital,,
Emergency! Please send police to Piazza for drug dealing.,Police,,
Need ambulance at Fire Station - car accident with injuries,Medical/Hospital,,0.96
Emergency! fire in the basement at the Main Road.,Fire Force,,
"Please send the fire force to the Hospital gate, there is smoke coming from the roof.",Fire Force,,
Need police at Summit for stolen goods,Police,afaan_oromo,
"Hello how are you, thanks",Other,,
Reporting explosion at Atlas area.,Fire Force,,
ሆስፒታል ያስፈልገኛል በKebele 02,Medical/Hospital,amharic,
Send fire truck to Summit: thick smoke,Fire Force,amharic,
There is a person with overdose at Atlas area.,Medical/Hospital,,
Emergency medical assistance needed at Sarbet for broken leg.,Medical/Hospital,,
Fire emergency at Kebele 02 - smoke coming from the roof,Fire Force,,0.9
Officer required at Piazza: riot,Police,afaan_oromo,
Please send paramedics to the Office: animal bite,Medical/Hospital,amharic,
Emergency! Need firefighters at the Park for burning smell.,Fire Force,,
URGENT: small fire reported at the construction site.,Fire Force,,
Hafuura baafachuu dadhabe shopping mall,Fire Force,afaan_oromo,
"Hello No emergency, just wrong number?",Other,,
Need an ambulance at Summit - unconscious person.,Medical/Hospital,,
"App feedback, thanks thanks",Other,,
Emergency! Officer required at the Park: stolen goods.,Police,,
URGENT: brush fire reported at the Central Bank.,Fire Force,,
"Hello testing the app, thanks thanks",Other,,
Emergency! car accident with injuries at Central Bank,Medical/Hospital,afaan_oromo,
Emergency! collapsed at Piazza,Medical/Hospital,afaan_oromo,
Emergency! transformer fire at Sarbet,Fire Force,,0.78
URGENT: several injured people at the Park.,Medical/Hospital,,
Poolisiin na biliisa Bus Terminal,Fire Force,afaan_oromo,
Hello This is testing the app?,Other,,
Emergency! something burning at shopping mall,Fire Force,afaan_oromo,
Emergency! small fire at Gerji.,Fire Force,,
Medical emergency at Central Bank: burn victim,Medical/Hospital,afaan_oromo,
"Hello No emergency, just is anyone there please",Other,,
Emergency! Please send paramedics to the Main Road: allergic reaction.,Medical/Hospital,,
ሆስፒታል ያስፈልገኛል በCMC Condominium,Police,amharic,
Emergency! gas leak at a back alley.,Fire Force,,
Emergency! collapsed at Adama Police Station,Medical/Hospital,,0.94
Medical emergency at Adama Market: poisoning,Medical/Hospital,,0.95
Fire emergency at Gas Station - kitchen fire,Fire Force,afaan_oromo,
Emergency! Please send police to Summit for shooting.,Police,,
Reporting harassment at Summit,Police,,0.91
Police emergency! break-in at Atlas area,Police,amharic,
Hello app feedback?,Other,,
ሆስፒታል ያስፈልገኛል በGerji,Police,amharic,
Reporting seizure at the Central Bank.,Medical/Hospital,,
URGENT: person who fell at the Central Bank.,Medical/Hospital,,
Reporting brush fire at Mexico Square,Fire Force,amharic,
URGENT: fire on the balcony reported at Kazanchis.,Fire Force,,
Hey system test,Other,,
Medical emergency at Summit: poisoning,Medical/Hospital,afaan_oromo,
Hi Quick question: how are you?,Other,,
I see small fire at the Hospital gate.,Fire Force,,
There is flames spreading happening at Bole Road.,Fire Force,,
Please send paramedics to Kebele 02: breathing difficulty.,Medical/Hospital,,
Emergency! Officer required at my Home: stolen goods.,Police,,
Need ambulance at Mexico Square - car accident with injuries,Medical/Hospital,,0.56
"Emergency! Please send the fire force to Kebele 02, there is warehouse fire.",Fire Force,,
Please send police to the main Factory for kidnapping attempt.,Police,,
Emergency! There is stolen goods happening at the shopping mall.,Police,,
Need firefighters at Mexico Square for chemical fire,Fire Force,amharic,
"Emergency! Please send the fire force to the Park, there is explosion.",Fire Force,,
Need ambulance at Gerji - overdose,Medical/Hospital,,0.94
Emergency! Send fire truck to the main Factory - huge flames.,Fire Force,,
"Emergency! Please send the fire force to the construction site, there is massive blaze.",Fire Force,,
Police emergency! violent fight at the Main Road.,Police,,
Emergency! There is smoke coming from the roof happening at CMC Condominium.,Fire Force,,
"Fight with weapons, people injured at an Apartment building",Police,,0.69
Checking in - wrong number,Other,,
