text,label,language,confidence_score
"Sample message, disregard",Other,english,0.92
Not sure but someone looks sick at the business district,Medical/Hospital,english,0.48
ሐኪም በአስቸኳይ ይፈለጋል በማዕከላዊ ባንክ,Medical/Hospital,amharic,0.73
"Major trauma with heavy bleeding, emergency transport required at Main Road",Medical/Hospital,english,0.89
Riot with fires set to buildings at my Home,Police,english,0.61
"Could be a break-in, please investigate at Bole Road",Police,english,0.62
የወንጀል ክስተት ተከስቷል በዋና መንገድ,Police,amharic,0.71
"Someone is acting strange, might need doctor at the shopping mall",Medical/Hospital,english,0.48
"I hear someone crying for help, maybe injured at the construction site",Medical/Hospital,english,0.63
Yeroo madaa namni dhukkubsate jira Bole Daandii,Medical/Hospital,afaan_oromo,0.81
Gaasiin yaa'a jira Kebele 04,Fire Force,afaan_oromo,0.76
Something doesn't look right here at the Main Factory,Police,english,0.48
"Carjacking occurring right now, suspect armed at Gerji",Police,english,0.93
አምቡላንስ በፍጥነት ይላኩ በቦሌ መንገድ,Medical/Hospital,amharic,0.86
"Simulation running, no action needed",Other,english,0.88
"I smell something like smoke, not sure at the Main Factory",Fire Force,english,0.54
Demonstration mode active,Other,english,0.96
Gas main break with strong odor throughout area at the marketplace,Fire Force,english,0.97
"Possible smoke, but I'm not certain at the Main Factory",Fire Force,english,0.54
Hospitaala nan barbaada Staadiyamii,Medical/Hospital,afaan_oromo,0.73
"Possible heart attack, but I'm not certain at Bole Road",Medical/Hospital,english,0.61
"Shots fired, active shooter situation at Kazanchis",Police,english,0.94
"I think there's a medical issue, can you check? at the local Pharmacy",Medical/Hospital,english,0.66
"Riot with multiple offenders, public safety risk at a local house",Police,english,0.91
"Violent attack, victim unconscious and bleeding at Summit",Medical/Hospital,english,0.6
Dhibee fayyaa cimaa uumame Kebele 04,Medical/Hospital,afaan_oromo,0.78
"No emergency, just a test message",Other,english,0.93
Namni hame ta'e jira Staadiyamii,Police,afaan_oromo,0.72
የእሳት አደጋ ተከስቷል ፈጣን ምላሽ ያስፈልጋል በስታዲየም,Fire Force,amharic,0.85
አምቡላንስ በፍጥነት ይላኩ በአዳማ ገበያ,Medical/Hospital,amharic,0.84
ቤት ውስጥ እሳት ተነስቷል በዋና መንገድ,Fire Force,amharic,0.73
House fire with smoke inhalation victims at a residential building,Fire Force,english,0.64
"Industrial fire with toxic smoke, evacuate area at Adama Market",Fire Force,english,0.95
የእሳት አደጋ ተከስቷል ፈጣን ምላሽ ያስፈልጋል በዋና መንገድ,Fire Force,amharic,0.71
"Industrial fire with toxic smoke, evacuate area at the University campus",Fire Force,english,0.97
Riot with fires set to buildings at Gerji,Police,english,0.61
"I hear someone crying for help, maybe injured at Mexico Square",Medical/Hospital,english,0.54
"Testing the app, please ignore",Other,english,0.88
Multi-vehicle accident with fire on highway at Kebele 02,Fire Force,english,0.97
"Building explosion, multiple casualties at Kebele 02",Fire Force,english,0.63
"Something burning maybe, please check at Adama Market",Fire Force,english,0.53
"Simulation running, no action needed",Other,english,0.88
Practice report for training purposes,Other,english,0.9
Arson suspect caught on fire at the marketplace,Police,english,0.57
Namni hame ta'e jira Kebele 04,Police,afaan_oromo,0.78
"I smell something like smoke, not sure at the business district",Fire Force,english,0.52
Waan hatamuun uumame Piazza,Police,afaan_oromo,0.82
Waan hatamuun uumame Adama Gandaa,Police,afaan_oromo,0.7
"Carjacking occurring right now, suspect armed at the Stadium",Police,english,0.92
"Building explosion, multiple casualties at the commercial district",Fire Force,english,0.63
Just checking if the system works,Other,english,0.96
"Testing the app, please ignore",Other,english,0.96
"Apartment fire, people trapped inside at an Apartment building",Fire Force,english,0.65
"Apartment fire, people trapped inside at Kazanchis",Fire Force,english,0.65
"Gas leak, people are unconscious at Piazza",Fire Force,english,0.66
Ibiddi bubba'e jira Buufata Otobisii,Fire Force,afaan_oromo,0.75
Rimeen uumame poolisii barbaada Kebele 02,Police,afaan_oromo,0.79
Forest fire spreading rapidly toward homes at the city center,Fire Force,english,0.9
Gargaarsa fayyaa barbaada Staadiyamii,Medical/Hospital,afaan_oromo,0.82
Namni hame ta'e jira Paarkii,Police,afaan_oromo,0.73
"Maybe someone fainted, please verify at Kebele 02",Medical/Hospital,english,0.68
"Could be a break-in, please investigate at Atlas area",Police,english,0.64
ዘራፊ ገብቷል ፖሊስ ያስፈልጋል በማዕከላዊ ባንክ,Police,amharic,0.75
ህመምተኛ አለ ዶክተር ያስፈልጋል በቀበሌ 04,Medical/Hospital,amharic,0.79
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በፓርክ,Police,amharic,0.73
"I heard something, might be trouble at the business district",Police,english,0.53
"Maybe a robbery, not certain at the Office",Police,english,0.44
"Gas leak, people are unconscious at the Office",Fire Force,english,0.66
"Shots fired, active shooter situation at a private residence",Police,english,0.93
"Testing the app, please ignore",Other,english,0.97
Not sure but someone looks sick at Piazza,Medical/Hospital,english,0.55
"No emergency, just a test message",Other,english,0.88
"Simulation running, no action needed",Other,english,0.93
Structure fire with visible flames from multiple windows at Sarbet,Fire Force,english,0.94
ፖሊስ በአስቸኳይ ይላኩ በቦሌ መንገድ,Police,amharic,0.85
Arson suspect caught on fire at the construction site,Police,english,0.57
"Apartment fire, people trapped inside at Central Bank",Fire Force,english,0.65
Practice report for training purposes,Other,english,0.92
Just checking if the system works,Other,english,0.89
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በስታዲየም,Police,amharic,0.8
"Stroke symptoms, FAST positive, need hospital at the commercial district",Medical/Hospital,english,0.95
"Someone is acting strange, might need doctor at Piazza",Medical/Hospital,english,0.47
Not sure if it's a fire or something else at Atlas area,Fire Force,english,0.5
"Simulation running, no action needed",Other,english,0.95
Forest fire spreading rapidly toward homes at the downtown area,Fire Force,english,0.89
"Carjacking occurring right now, suspect armed at the Gas Station",Police,english,0.99
Multi-vehicle accident with fire on highway at Sarbet,Fire Force,english,0.87
Car crash with fire and suspected DUI at Kebele 02,Fire Force,english,0.58
"Active robbery in progress, armed suspect on premises at Summit",Police,english,0.99
House fire with smoke inhalation victims at Central Bank,Fire Force,english,0.64
"Person having heart attack, need ambulance immediately at the Gas Station",Medical/Hospital,english,0.98
"I smell something like smoke, not sure at the Stadium",Fire Force,english,0.62
"I smell something like smoke, not sure at CMC Condominium",Fire Force,english,0.44
"Someone is acting strange, might need doctor at Central Bank",Medical/Hospital,english,0.66
"Something burning maybe, please check at the Main Factory",Fire Force,english,0.49
Hospitaala nan barbaada Paarkii,Medical/Hospital,afaan_oromo,0.83
"Burglary in progress, suspect inside building at the local Pharmacy",Police,english,0.99
"Testing the app, please ignore",Other,english,0.96
Namni hame ta'e jira Staadiyamii,Police,afaan_oromo,0.72
ህመምተኛ አለ ዶክተር ያስፈልጋል በቀበሌ 04,Medical/Hospital,amharic,0.83
Gas main break with strong odor throughout area at Train Station,Fire Force,english,0.89
"Could be a break-in, please investigate at Bus Terminal",Police,english,0.52
Waan bala'aan uumame Adama Gandaa,Police,afaan_oromo,0.87
Demonstration mode active,Other,english,0.97
Structure fire with visible flames from multiple windows at Kazanchis,Fire Force,english,0.97
Ibiddi bubba'e jira Baankii Qabxii,Fire Force,afaan_oromo,0.7
"Someone is acting strange, might need doctor at Central Bank",Medical/Hospital,english,0.59
ሐኪም በአስቸኳይ ይፈለጋል በቀበሌ 02,Medical/Hospital,amharic,0.82
ፖሊስ በአስቸኳይ ይላኩ በአውቶቡስ ቴርሚናል,Police,amharic,0.79
"Gas explosion reported, building collapse possible at the Office",Fire Force,english,0.89
Terrorist attack causing fire and casualties at the business district,Police,english,0.52
"Person having heart attack, need ambulance immediately at the Hospital gate",Medical/Hospital,english,0.98
"Could be a break-in, please investigate at a residential building",Police,english,0.55
"Building explosion, multiple casualties at a local house",Fire Force,english,0.63
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በአዳማ ገበያ,Fire Force,amharic,0.78
የህዝብ ጸጥታ ችግር አለ በሲኤምሲ,Police,amharic,0.88
"Person having heart attack, need ambulance immediately at my Home",Medical/Hospital,english,0.9
"Shots fired, active shooter situation at Adama Market",Police,english,0.89
"I think there's a medical issue, can you check? at the city center",Medical/Hospital,english,0.62
"Industrial fire with toxic smoke, evacuate area at a local house",Fire Force,english,0.88
Gargaarsa fayyaa barbaada Buufata Baabura,Medical/Hospital,afaan_oromo,0.75
"Someone might need medical attention, not sure at the Park",Medical/Hospital,english,0.43
የድንገተኛ ህክምና ያስፈልጋል በስታዲየም,Medical/Hospital,amharic,0.81
"Chemical facility fire, hazardous materials involved at a private residence",Fire Force,english,0.89
"I think I see smoke, please verify at a family home",Fire Force,english,0.67
"Person having heart attack, need ambulance immediately at the marketplace",Medical/Hospital,english,0.97
Just checking if the system works,Other,english,0.95
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በአውቶቡስ ቴርሚናል,Fire Force,amharic,0.86
"Person with allergic reaction, throat swelling, anaphylaxis at Bus Terminal",Medical/Hospital,english,0.97
"Major incident with fire, injuries, and crime scene at Kebele 02",Fire Force,english,0.55
"Child choking, immediate medical intervention needed at the Park",Medical/Hospital,english,0.96
"Industrial fire with toxic smoke, evacuate area at the University campus",Fire Force,english,0.91
"Testing the app, please ignore",Other,english,0.93
Criminal barricaded in burning building at a local house,Police,english,0.63
Gargaarsa fayyaa barbaada Staadiyamii,Medical/Hospital,afaan_oromo,0.82
Something doesn't look right here at Main Road,Police,english,0.54
"I heard something, might be trouble at the shopping mall",Police,english,0.67
ቤት ውስጥ እሳት ተነስቷል በቀበሌ 02,Fire Force,amharic,0.71
"Simulation running, no action needed",Other,english,0.99
"Something burning maybe, please check at Atlas area",Fire Force,english,0.55
"Someone is acting strange, might need doctor at the marketplace",Medical/Hospital,english,0.66
እሳት ተነስቷል የእሳት አደጋ መከላከያ ይላኩ በአውቶቡስ ቴርሚናል,Fire Force,amharic,0.78
Waan bala'aan uumame Baankii Qabxii,Police,afaan_oromo,0.75
"Possible smoke, but I'm not certain at the city center",Fire Force,english,0.64
"Stroke symptoms, FAST positive, need hospital at the Office",Medical/Hospital,english,0.88
"Possible heart attack, but I'm not certain at Central Bank",Medical/Hospital,english,0.58
Yeroo madaa namni dhukkubsate jira Piazza,Medical/Hospital,afaan_oromo,0.8
Ibiddi bubba'e jira Piazza,Fire Force,afaan_oromo,0.77
"Someone is acting strange, might need doctor at a local house",Medical/Hospital,english,0.66
"Gas leak, people are unconscious at the downtown area",Fire Force,english,0.66
ዘራፊ ገብቷል ፖሊስ ያስፈልጋል በቀበሌ 04,Police,amharic,0.79
Riot with fires set to buildings at a residential building,Police,english,0.61
ቤት ውስጥ እሳት ተነስቷል በአውቶቡስ ቴርሚናል,Fire Force,amharic,0.7
የህዝብ ጸጥታ ችግር አለ በቀበሌ 02,Police,amharic,0.79
"Someone might need medical attention, not sure at the Gas Station",Medical/Hospital,english,0.58
