text,label
Send fire truck to an Apartment building: warehouse fire,Fire Force
"Hi thank you, thanks thanks",Other
"Please send the fire force to the Central Bank, there is something burning.",Fire Force
Hatte Central Bank,Police
Send police to Bus Terminal - stolen goods in progress,Police
Emergency! Send police immediately to an Apartment building - group with weapons in progress.,Police
Emergency! There is a person with heavy bleeding at the Train Station.,Medical/Hospital
Send fire truck to Piazza: brush fire,Fire Force
Emergency! Need police at the University campus - mugging.,Police
Just system test,Other
Officer required at the Stadium: riot.,Police
Need firefighters at High School for warehouse fire,Fire Force
Emergency! Reporting explosion at CMC Condominium.,Fire Force
Please send police to CMC Condominium for thief.,Police
There is a person with poisoning at the University campus.,Medical/Hospital
Emergency! Send fire truck to the local Pharmacy - flames spreading.,Fire Force
Please send police to Gerji for burglary.,Police
Emergency! There is break-in happening at CMC Condominium.,Police
Hospitaala nan barbaada Adama Market,Fire Force
"Hi, is anyone there thanks",Other
Just checking,Other
Emergency medical assistance needed at Adama Market for overdose.,Medical/Hospital
Police emergency! break-in at Summit,Police
Emergency! Send fire truck to the Central Bank - inferno.,Fire Force
Emergency! Reporting inferno at the Train Station.,Fire Force
Checking in - weather report,Other
Emergency! Need police at CMC Condominium - assault.,Police
"Kitchen fire, burn victim at Main Road",Fire Force
Reporting break-in at Kazanchis,Police
Medical emergency! person who fell at Kazanchis.,Medical/Hospital
Please send paramedics to Bole Road: overdose.,Medical/Hospital
Emergency! bleeding at High School,Medical/Hospital
"Hello, good morning please",Other
Person with unconscious at Gas Station,Medical/Hospital
Emergency! Officer required at the University campus: vandalism.,Police
Police emergency! group with weapons at the Park.,Police
Send fire truck to High School: kitchen fire,Fire Force
Need an ambulance at the local Pharmacy - choking incident.,Medical/Hospital
Emergency! Officer required at the Park: suspicious person.,Police
Need police at Fire Station for kidnapping attempt,Police
Someone has burn victim at Kebele 02.,Medical/Hospital
Hatte Kebele 02,Police
Medical emergency! overdose at the Bus Terminal.,Medical/Hospital
Send fire truck to Bus Terminal: brush fire,Fire Force
Reporting drug dealing at CMC Condominium,Police
Emergency! head injury at Main Road,Medical/Hospital
URGENT police response needed: riot at the Bus Terminal.,Police
Need ambulance at Central Bank - broken leg,Medical/Hospital
Emergency medical assistance needed at Piazza for overdose.,Medical/Hospital
Emergency! Help! warehouse fire at Piazza!,Fire Force
Need firefighters at Gas Station for chemical fire,Fire Force
Hey Just hello world please,Other
Emergency! There is a person with car accident with injuries at my Home.,Medical/Hospital
Hi This is wrong number thanks,Other
Emergency! fire on the balcony at Train Station,Fire Force
Reporting vandalism at the shopping mall.,Police
Need ambulance at Adama Police Station - stroke,Medical/Hospital
Time check thanks,Other
Medical emergency! person not breathing at my Home.,Medical/Hospital
Emergency! head injury at Adama Police Station,Medical/Hospital
Fire emergency at Mexico Square - thick smoke,Fire Force
Hi This is hello?,Other
Reporting small fire at the Bus Terminal.,Fire Force
"Hi, wrong number",Other
Need ambulance at High School - choking,Medical/Hospital
Medical emergency at Gas Station: broken leg,Medical/Hospital
Emergency! kitchen fire at construction site,Fire Force
URGENT police response needed: suspicious person at Kebele 02.,Police
Checking in - just checking thanks,Other
Emergency! Please send police to my Home for burglary.,Police
Medical emergency! broken leg at Adama Market.,Medical/Hospital
Need ambulance at Kebele 02 - unconscious,Medical/Hospital
Fire emergency at Main Road - explosion,Fire Force
Medical emergency at Kazanchis: breathing difficulty,Medical/Hospital
Emergency! There is robbery happening at the shopping mall.,Police
"Hey No emergency, just how are you thanks",Other
Medical emergency at the Park: burn victim.,Medical/Hospital
Just time check,Other
Emergency! Need firefighters at Kebele 04 for huge flames.,Fire Force
Send police to Main Road - break-in in progress,Police
Medical emergency at Central Bank: fainting,Medical/Hospital
Emergency! Reporting harassment at the Main Road.,Police
Police emergency! harassment at CMC Condominium.,Police
"Hello, how to use this",Other
Need firefighters at Piazza for something burning,Fire Force
Reporting domestic dispute at Central Bank,Police
Emergency! unconscious at Adama Police Station,Medical/Hospital
Emergency! Please send paramedics to Kebele 04: fainting spell.,Medical/Hospital
Emergency! Someone has head injury at the Bus Terminal.,Medical/Hospital
Police emergency! armed suspect at the Park.,Police
Emergency! Reporting person who fell at Kebele 04.,Medical/Hospital
Medical emergency at an Apartment building: breathing difficulty,Medical/Hospital
Hey Checking in - hi there thanks,Other
Send police to Sarbet - drug dealing in progress,Police
Police emergency! stabbing at the University campus.,Police
Need ambulance at Kebele 04 - heart attack,Medical/Hospital
Medical emergency! choking incident at a back alley.,Medical/Hospital
Hello Quick question: system test thanks,Other
Send police to Mexico Square - stabbing in progress,Police
Medical emergency at shopping mall: stroke,Medical/Hospital
Emergency! Reporting allergic reaction at the Main Road.,Medical/Hospital
Officer required at Summit: group with weapons,Police
Hi Quick question: thank you,Other
There is fire on the balcony happening at Bole Road.,Fire Force
Emergency! bleeding at Kebele 04,Medical/Hospital
Need ambulance at Atlas area - collapsed,Medical/Hospital
Hi Just how to use this thanks,Other
Officer required at Adama General Hospital: armed suspect,Police
Need police at Adama Market for drug dealing,Police
ሰረቁኝ በGerji,Fire Force
Emergency! Officer required at my Home: robbery.,Police
Emergency! There is a person with head injury at the Train Station.,Medical/Hospital
URGENT: huge flames reported at the Train Station.,Fire Force
Person bleeding after stabbing at Mexico Square,Medical/Hospital
Medical emergency at the Stadium: animal bite.,Medical/Hospital
Emergency! Need police at Gerji - violent fight.,Police
Medical emergency at the Hospital gate: fainting spell.,Medical/Hospital
Police emergency! thief at shopping mall,Police
URGENT: transformer fire reported at the Bus Terminal.,Fire Force
Need ambulance at Gas Station - woman in labor,Medical/Hospital
This is app feedback,Other
Emergency medical assistance needed at Atlas area for animal bite.,Medical/Hospital
URGENT police response needed: violent fight at the University campus.,Police
"Fight with weapons, people injured at Adama Police Station",Police
There is a person with seizure at the Hospital gate.,Medical/Hospital
Please send police to Kebele 04 for thief.,Police
"Hi, hello thanks",Other
URGENT police response needed: drug dealing at the Central Bank.,Police
Someone has woman in labor at the University campus.,Medical/Hospital
Send fire truck to Adama General Hospital: electrical sparks,Fire Force
Officer required at an Apartment building: robbery,Police
Need police at my Home - break-in.,Police
Officer required at Adama Police Station: mugging,Police
Emergency! choking at Gerji,Medical/Hospital
እርዳታ ያስፈልገኛል በFire Station,Police
How are you,Other
Need firefighters at Summit for flames spreading.,Fire Force
Reporting inferno at the Park.,Fire Force
Person with car accident with injuries at Bus Terminal,Medical/Hospital
"Kitchen fire, burn victim at Central Bank",Fire Force
Car accident with fire at Adama General Hospital,Fire Force
Need police at Adama Market for riot,Police
Poolisiin na biliisa High School,Fire Force
Reporting drug dealing at Gerji,Police
Emergency! Reporting poisoning at the local Pharmacy.,Medical/Hospital
Send fire truck to Adama General Hospital: gas leak,Fire Force
Reporting stolen goods at Piazza,Police
Emergency medical assistance needed at the construction site for stroke.,Medical/Hospital
Emergency! head injury at Bus Terminal,Medical/Hospital
Reporting several injured people at the High School.,Medical/Hospital
Emergency! breathing difficulty at construction site,Medical/Hospital
"Fight with weapons, people injured at Bus Terminal",Police
Fire emergency at High School - electrical sparks,Fire Force
Medical emergency! head injury at the Bus Terminal.,Medical/Hospital
Reporting fire in the basement at Central Bank,Fire Force
Police emergency! robbery at Central Bank,Police
Hello Just general question,Other
Need police at Mexico Square for burglary,Police
Emergency! There is kidnapping attempt happening at the shopping mall.,Police
"Please send the fire force to the Office, there is thick smoke.",Fire Force
Emergency! Help! huge flames at Sarbet!,Fire Force
Emergency! breathing difficulty at Main Road,Medical/Hospital
Witnessed drug dealing at Sarbet.,Police
Fire emergency at an Apartment building - huge flames,Fire Force
Emergency! Need an ambulance at a back alley - collapsed person.,Medical/Hospital
Need ambulance at CMC Condominium - stroke,Medical/Hospital
Quick question: time check?,Other
Person with fainting at Adama Market,Medical/Hospital
Emergency! There is burning smell happening at the Central Bank.,Fire Force
Medical emergency at Bus Terminal: choking,Medical/Hospital
Need police at shopping mall for mugging,Police
Hello Checking in - just checking,Other
Hafuura baafachuu dadhabe Fire Station,Medical/Hospital
Medical emergency at Central Bank: overdose,Medical/Hospital
Hey testing the app thanks,Other
Hello world thanks,Other
Need firefighters at the Central Bank for small fire.,Fire Force
Emergency! There is electrical sparks happening at the main Factory.,Fire Force
Hi This is time check please,Other
Emergency! Reporting robbery at the Hospital gate.,Police
Medical emergency! car accident with injuries at my Home.,Medical/Hospital
"Please send the fire force to the Office, there is huge flames.",Fire Force
Reporting riot at CMC Condominium,Police
Police emergency! vandalism at shopping mall,Police
Medical emergency at Mexico Square: allergic reaction,Medical/Hospital
"Hello No emergency, just time check?",Other
Officer required at Adama Market: shooting,Police
Fire emergency at Adama General Hospital - fire on the balcony,Fire Force
